function	Agabi_varbisH97_2	Acain1	Aciri1_iso	Acrchr1	Amore1	Armcep1	Armosto1	Artbe1	Arxad1	Ascim1	Ascsa1	Aspacu1	Aspbom1	Aspca3	Aspcam1	Aspcl1	Aspeuc1	Asphet1	Aspnov1	Aspoch1	Aspor1	Aspscl1	Aspste1	Aspte1	Aspuda1	Bauco1	Bjead1_1	Blade1	Botbo1	Botdo1_1	Cadsp1	Canalb1	Canca1	Capep1	Capse1	Catan2	Cenge3	Cersu1	Clafu1	Clalu1_2	Clasph1	CocheC4_1	CocheC5_3	Cocim1	Cocsa1	Coere1	Colch1	Colfi1	Colgr1	Color1	Colorb1	Colsi1	Colto1	Corca1	Cryne_JEC21_1	DimcrSC1	Dotse1	EndpusZ1	Erynec1	Eutla1	Fibra1	Fomme1	Fonmo1	Fonnu1	Fusfu1	Fusgr1	Galma1	Gansp1	Glalo1	Glost2	Grocl1	Hanpo2	Hanva1_1	Hebcy2	Hetan2	Hisca1	HypCI4A_1	HypEC38_3	Hyspu1_1	Kazaf1	Kocim1	Kurca1	Linpe1	Lipst1_1	Malgl1	Malsy1_1	Marbr1	Meimi1	Metbi1	Metbi_SCcomb	Micca1	Micld1	Mixos1	Monha1	Mycfi2	Mycgr3	Nakdel1	Neodi1	Neofi1	Neoirr1	Neopa1	Neucr2	Oidma1	Ophnu1	Parbr1	Penant1	Pench1	Pencop1	Pendig1	Penfla1	Pengri1	Penita1	Pennal1	Penox1	Penpol1	Pensol1	Penste1	Pensub1	Phaal1	Phaca1	Phisc1	Phlcen1	Phlrad1	Pirfi3	PleosPC15_2	Pneji1	Pocchl1	Podan3	PosplRSB12_1	Prola1	Psehu1	Pseudest1	Psiser1	Pucst1	Pucst_PST78_1	Punst1	Pycci1	Pyrco1	Pyrtt1	Rhihy1	Rhiir2_1	RhiirA4	RhiirA5	Rhiso1	Rhoto_IFO0559_1	Rhyru1_1	Rozal_SC1	Sacce1	Schoc1	Schpo1	Sclsc1	Sepmu1	Seppo1	SerlaS7_9_2	Settu3	Spapa3	Spipu1	Spore1	Spoth2	Suilu4	Talma1_2	Tapde1_1	Terbo2	Thasp1	Thite2	Torde1	Trave1	Treen1	Treme1	Trias2479	Triat2	Trire2	TriviGv29_8_2	Triver1	Tubma1	Tubme1v2	Uncre1	Ustvir1	Venpi1	Veral1	Verda1	Zygro1	Zymar1	Aspfu1-cluster	Aspni7-cluster	Blugr2-cluster	Lodelo1-cluster	Rhoto_IFO0880_2-cluster	Tubae1-cluster	YarliYB420-cluster
EC:3.1.26.3	2	0	0	1	1	3	3	2	2	3	1	1	2	0	1	0	1	1	1	2	0	1	1	0	2	0	1	1	0	2	1	1	0	1	3	0	0	1	1	3	1	1	1	2	1	0	1	3	1	1	3	2	1	0	1	1	0	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	0	0	1	2	0	4	3	1	0	1	0	0	2	0	3	3	2	0	0	1	0	0	2	1	2	1	0	3	1	1	1	2	1	2	1	4	2	2	3	1	2	2	2	2	1	1	2	2	1	2	1	1	1	1	1	1	0	1	5	1	0	1	0	1	1	0	3	6	3	3	0	2	1	1	1	1	0	0	0	1	2	7	1	1	1	3	2	1	1	0	1	1	1	4	2	1	1	1	1	1	0	1	2	0	2	2	2	2	1	2	1	1	1	2	2	1
EC:3.1.26.4	3	2	1	1	2	8	8	3	2	2	2	1	3	3	3	3	3	1	3	3	2	4	1	2	3	3	3	3	3	2	5	4	1	2	2	3	0	2	3	2	2	4	2	2	2	2	3	4	2	5	3	6	5	3	2	5	2	4	3	7	2	2	3	4	3	2	7	2	2	2	1	3	2	5	2	2	2	4	3	2	1	2	8	1	2	2	3	3	1	2	5	1	2	2	4	1	2	4	3	2	3	2	3	3	1	4	2	3	4	4	4	4	6	3	4	3	6	5	2	1	4	2	7	2	1	2	8	5	1	3	3	4	3	1	1	2	0	2	4	2	6	1	1	1	2	2	4	2	2	2	3	2	2	2	4	2	1	4	2	19	4	2	2	2	2	2	3	2	1	2	3	2	5	3	2	6	2	0	2	2	1	2	2	3	4	4	3	2	4	15
EC:3.1.26.5	4	4	5	8	5	7	8	4	6	5	4	5	7	5	4	4	4	4	4	6	3	4	3	4	7	4	4	5	5	5	6	9	4	9	12	8	5	4	4	6	8	5	5	5	6	5	8	7	6	9	9	9	9	5	2	4	5	6	8	3	4	4	9	8	5	3	8	4	3	5	3	4	5	6	7	5	6	6	2	6	6	10	8	5	4	4	5	4	6	5	5	4	4	5	4	5	10	8	4	5	5	4	5	9	4	8	5	7	7	7	7	8	8	4	10	8	7	7	3	4	4	5	7	9	4	5	6	9	4	6	3	9	7	4	10	4	2	5	5	6	11	9	9	4	4	2	4	6	5	5	2	5	5	5	9	6	9	3	5	8	4	3	7	7	4	6	6	6	2	5	4	5	6	4	5	9	4	5	4	5	5	6	5	3	4	9	7	5	8	9
EC:3.1.27.1	2	1	2	2	2	2	1	1	1	0	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	4	2	4	3	1	2	2	0	3	2	1	2	3	2	1	1	2	1	2	2	2	2	2	4	2	2	0	2	2	1	1	2	1	3	2	2	1	2	2	2	4	2	1	1	1	3	2	1	1	1	2	1	1	1	10	1	1	1	3	1	2	1	1	0	1	2	2	2	1	1	2	3	2	0	3	0	1	2	2	1	2	1	2	2	2	2	1	2	1	2	2	2	4	1	2	1	4	0	2	1	2	1	2	0	2	1	1	4	2	1	2	4	0	0	0	1	1	2	0	1	0	0	2	2	2	2	2	1	1	2	0	2	2	1	0	3	1	1	2	2	0	0	3	3	4	1	0	0	1	1	2	1	1	1	1	1	2	1	2	1	1	2
EC:3.1.27.3	0	0	0	2	0	3	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	2	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.27.9	2	3	3	2	3	2	2	3	4	3	3	2	3	3	2	3	3	3	3	1	3	3	3	2	3	3	2	3	3	3	3	2	4	3	4	0	4	1	3	3	3	4	3	3	4	1	2	2	3	2	1	2	2	3	2	2	3	3	2	2	3	2	3	3	3	3	3	3	3	4	3	2	2	3	2	3	3	4	3	4	2	2	3	2	2	2	2	2	4	4	3	3	2	3	3	3	2	2	3	2	3	3	3	2	3	3	3	2	3	3	3	3	3	3	2	3	2	3	0	1	3	2	2	1	5	1	2	2	2	2	2	2	2	3	2	2	2	4	4	1	2	2	3	3	3	4	1	4	3	3	4	3	3	3	2	4	3	2	4	2	3	3	4	2	2	4	2	2	2	2	3	3	3	3	3	2	3	2	3	1	2	4	4	3	2	2	2	3	1	2
EC:3.1.3.1	0	2	1	3	1	3	3	3	1	2	1	1	5	1	2	2	1	1	2	2	3	1	2	2	4	2	0	1	1	1	3	2	1	4	6	14	2	0	2	1	7	3	3	2	3	2	6	10	4	7	5	8	6	3	0	1	1	5	1	4	0	0	4	4	2	2	1	0	3	2	1	1	1	1	0	2	1	2	2	1	0	2	9	1	0	0	3	2	1	1	3	4	1	2	1	1	1	3	2	3	2	4	1	3	1	3	2	2	3	5	4	3	4	2	3	3	3	3	3	0	2	2	2	1	2	0	5	6	0	2	2	3	3	1	2	0	0	2	2	8	2	2	2	4	2	2	1	1	1	1	1	2	2	0	6	1	3	2	2	0	2	0	2	1	1	1	0	0	0	1	1	1	2	3	2	3	2	3	2	4	4	1	2	2	1	2	2	2	3	1
EC:3.1.3.11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EC:3.1.3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.3.15	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EC:3.1.3.16	24	20	22	16	21	22	20	18	23	21	20	21	17	21	21	24	21	20	21	19	23	21	21	22	21	21	24	24	24	21	21	21	20	16	20	31	22	19	21	24	25	21	21	24	21	17	14	34	19	17	15	24	14	21	24	38	19	16	15	22	22	22	14	13	20	21	30	24	19	22	19	25	19	24	27	19	21	20	19	23	19	19	27	20	20	15	19	19	18	20	21	23	17	23	23	22	27	19	22	25	20	29	21	16	18	18	23	17	21	17	20	20	21	22	17	18	12	19	21	23	21	19	20	34	24	17	19	15	20	21	18	18	23	18	30	28	23	19	22	28	34	25	25	22	21	18	11	28	22	23	20	20	20	22	20	24	27	19	22	22	28	17	19	19	20	22	19	24	16	17	21	21	25	20	21	26	19	15	20	20	18	21	23	22	24	16	20	18	28	19
EC:3.1.3.18	1	0	1	0	1	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	0	1	0	0	0	1	0	1	2	0	1	1	2	1	1	0	1	2	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	0	0	2	1	1	0	1	0	1	2	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	2	1	1	1	1	1	1	0	2	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0
EC:3.1.3.2	4	9	10	5	8	5	6	3	8	1	6	12	13	13	6	10	12	12	9	7	12	11	7	9	14	10	8	3	10	7	8	4	1	11	9	4	6	7	8	3	12	9	9	4	10	4	10	10	10	11	11	11	12	7	4	8	9	6	4	7	9	7	9	9	9	7	7	10	8	8	6	2	3	4	6	2	9	6	6	0	6	4	4	13	5	5	5	10	3	0	3	5	6	4	7	7	0	9	10	5	5	6	14	9	3	12	8	7	8	11	7	10	10	9	8	10	12	19	6	9	14	10	9	2	8	0	15	6	10	4	8	10	5	2	0	8	7	4	10	5	9	7	11	11	6	6	0	5	3	4	8	5	5	7	10	5	6	7	4	10	11	6	1	5	5	2	11	4	5	4	8	6	7	3	4	3	2	5	7	1	4	0	8	8	12	4	4	5	4	11
EC:3.1.3.21	0	0	1	1	1	3	3	1	2	1	1	2	2	2	1	1	1	2	1	1	1	3	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	2	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	2	0	0	1	1	1	1	2	2	0	0	1	0	0	1	0	1	1	1	2	1	1	1	1	3	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	3	0	0	0	2	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	1	1	0	1	1	0	0	1	3	1	0	1	0	1	2	0	4	0	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	0	1	1	1	0
EC:3.1.3.25	1	1	2	2	1	3	3	1	1	1	1	1	2	0	1	2	2	1	2	2	2	1	1	1	2	1	2	1	1	2	2	0	1	3	2	1	2	1	2	0	1	3	3	1	2	1	2	2	2	2	2	2	2	3	2	1	2	1	2	2	1	2	2	1	3	2	1	1	2	2	1	0	0	1	1	1	1	1	3	2	1	1	1	1	1	1	2	2	0	0	1	1	1	2	2	3	2	2	2	1	3	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1	3	3	1	1	2	2	1	2	1	0	2	0	0	2	2	2	1	3	0	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	0	3	1	2	2	2	2	2	1	1	2	1	1
EC:3.1.3.27	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1
EC:3.1.3.29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.3.3	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	2	0	1	1	1	0	1	0	2	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	2	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	2	0	0	1	1	0	2	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	1	1	0	0	1	1	0	1	1
EC:3.1.3.32	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EC:3.1.3.33	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EC:3.1.3.36	2	1	2	3	1	5	4	2	0	3	1	1	3	1	1	1	0	0	1	1	0	1	1	1	2	1	3	1	2	1	2	1	0	3	3	6	2	3	1	0	6	1	1	1	1	1	3	3	0	3	3	6	2	1	1	2	1	3	3	1	4	1	3	3	1	1	2	3	2	0	1	0	0	4	5	3	1	1	1	0	4	2	1	1	1	1	3	1	0	0	3	3	0	0	4	1	2	3	1	7	0	2	0	3	3	3	2	2	3	3	3	2	3	0	2	3	3	4	1	4	0	2	4	1	2	3	3	3	2	4	2	3	3	1	7	3	2	3	1	3	7	1	0	3	3	2	1	0	0	1	1	1	1	1	3	0	1	1	3	2	2	2	3	4	1	0	3	6	3	5	0	1	0	2	4	7	1	1	2	0	0	0	2	0	1	3	1	4	7	3
EC:3.1.3.37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
EC:3.1.3.4	2	1	3	1	2	1	1	0	1	1	2	3	1	3	2	2	2	1	2	1	3	3	2	1	1	2	2	2	1	4	5	1	3	2	1	3	2	1	2	2	1	2	2	5	2	3	1	2	4	1	1	1	1	2	2	2	2	1	1	4	1	2	1	1	2	2	3	2	1	3	1	2	2	1	2	1	4	3	1	2	1	1	3	3	1	0	2	1	2	2	2	1	1	3	2	2	1	1	2	1	1	3	1	1	1	0	2	1	1	1	1	1	1	2	1	1	1	1	3	1	4	1	1	2	3	0	1	1	0	1	1	1	1	2	1	2	0	4	1	1	1	3	3	3	1	2	1	1	1	1	1	2	1	2	1	3	4	1	2	3	5	2	2	1	2	1	2	1	1	1	2	2	3	0	2	1	0	1	0	0	1	2	2	2	2	1	1	1	1	1
EC:3.1.3.41	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	2	1	1	1	1	1	0	1	1	2	1	1	2	3	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	5	2	3	3	1	2	1	1	1	1	1	1	1	1	2	1	2	3	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1
EC:3.1.3.43	0	0	0	2	0	7	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	2	0	0	0	0	2	0	0	0	0	0	2	1	0	2	2	2	2	0	0	2	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3	0	1	0	0	0	1	0	2	0	2	2	2	2	2	2	0	2	2	2	2	0	0	0	4	4	1	0	0	2	1	0	1	0	1	6	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1
EC:3.1.3.46	2	0	2	0	2	1	2	2	2	2	2	0	0	2	1	2	0	1	2	0	2	1	0	2	0	2	2	2	2	2	2	0	2	0	0	0	2	2	2	2	0	2	2	3	2	1	0	1	2	0	0	0	0	2	3	1	2	0	0	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	1	2	2	2	2	0	2	2	2	1	2	2	2	2	0	0	2	0	2	3	2	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	1	2	2	0	1	2	0	1	0	0	0	0	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	0	2	1	1	2	1	4	2	2	0	2	2	2	1	2	0	2	2	2	2	2	0	1	1	2	2	2	2	1	2	1	0	1	1	0	0
EC:3.1.3.48	13	11	9	11	10	6	6	12	8	12	12	15	10	14	14	12	12	15	11	10	17	13	12	11	9	11	17	14	14	11	14	12	9	9	10	16	8	14	11	11	10	11	9	11	10	7	10	17	10	10	10	10	9	12	12	16	9	7	8	12	10	17	9	9	12	15	11	14	11	13	10	8	9	14	18	7	11	13	10	14	9	11	8	10	8	8	14	13	14	10	11	7	9	12	10	12	14	9	13	9	7	15	11	8	8	10	13	7	10	6	9	10	8	13	9	10	8	11	9	14	12	7	7	12	14	7	8	9	14	8	8	10	8	11	16	14	14	13	10	16	14	10	12	10	11	13	8	15	9	9	11	11	9	13	11	11	15	9	12	6	14	4	15	11	12	13	11	11	8	8	14	12	15	12	10	11	11	9	9	10	11	14	10	11	12	9	9	10	11	13
EC:3.1.3.5	2	3	1	4	1	5	4	4	0	2	1	2	3	2	2	2	2	2	3	1	1	2	3	2	4	2	5	1	10	2	4	1	0	2	6	13	1	4	3	1	4	4	3	1	4	5	4	3	3	4	4	4	3	4	1	3	2	1	1	4	3	3	2	2	4	4	3	5	2	1	0	3	0	2	2	1	2	3	2	0	2	3	6	1	0	1	3	3	1	0	4	0	0	2	3	2	0	4	4	1	3	2	0	2	1	3	2	2	3	2	2	3	3	1	3	3	3	3	4	6	1	3	6	5	6	0	4	4	4	3	2	0	5	1	2	7	4	1	4	2	139	3	3	4	0	2	0	0	0	0	1	2	2	3	5	1	3	2	3	1	1	2	2	7	2	0	3	1	1	1	3	3	3	3	1	1	1	2	1	3	3	0	2	4	1	0	2	0	1	3
EC:3.1.3.53	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EC:3.1.3.56	1	4	3	1	4	2	2	4	4	5	6	5	1	2	4	4	5	5	5	6	4	5	3	3	1	4	4	5	7	5	5	3	3	1	1	1	3	4	4	4	1	3	4	4	3	3	1	1	5	1	1	1	1	6	5	0	6	1	1	4	4	4	0	1	4	4	3	3	4	4	5	3	4	3	5	2	4	4	5	4	1	3	2	3	3	2	3	3	3	3	3	1	6	4	3	3	4	2	5	6	4	5	5	1	1	1	4	1	1	1	1	1	1	7	1	1	1	1	3	3	5	2	2	4	3	1	1	1	2	1	6	1	2	3	1	1	2	2	4	1	1	4	5	1	4	5	2	4	3	3	3	4	4	4	1	3	3	5	5	2	3	1	3	1	5	3	2	2	6	0	5	4	6	5	3	1	3	1	5	6	6	3	6	4	4	1	2	2	1	2
EC:3.1.3.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
